candidate_id,geo_id,series_type,series_key,comparison,direction,baseline_turn_date,challenger_turn_date,baseline_turn_value_raw,baseline_turn_value_review,challenger_turn_value_raw,challenger_turn_value_review,signed_lag_months,absolute_lag_months,matched,baseline_meaningful_turn_count,challenger_meaningful_turn_count,matched_turn_count,baseline_unmatched_turn_count,challenger_unmatched_turn_count,matched_turn_share,median_absolute_lag_months_by_series,p90_absolute_lag_months_by_series,maximum_absolute_lag_months_by_series,review_smoother,turn_prominence_minimum,turn_minimum_separation_months,turn_prominence_window_months,turn_prominence_min_side_observations,turn_prominence_min_side_coverage_months,turn_max_match_window_months,source,flag_type,severity,detail
price_family_ma9_structural_linked,alameda_county_ca__county,dimension_score,price,,peak,2024-04-30 00:00:00,2023-11-30 00:00:00,,,,,-5.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma9_structural_linked,alameda_county_ca__county,dimension_score,price,,peak,2025-04-30 00:00:00,2024-07-31 00:00:00,,,,,-9.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma9_structural_linked,alameda_county_ca__county,dimension_score,price,,trough,2016-09-30 00:00:00,2016-04-30 00:00:00,,,,,-5.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma9_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,,peak,2024-04-30 00:00:00,2023-12-31 00:00:00,,,,,-4.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma9_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,,peak,2025-04-30 00:00:00,2024-07-31 00:00:00,,,,,-9.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma9_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,,trough,2016-09-30 00:00:00,2016-04-30 00:00:00,,,,,-5.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma9_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,,trough,2023-01-31 00:00:00,2022-03-31 00:00:00,,,,,-10.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma9_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,,trough,2023-08-31 00:00:00,2023-04-30 00:00:00,,,,,-4.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma9_structural_linked,alameda_county_ca__county,metric_score,payment_burden,,peak,2017-02-28 00:00:00,2016-04-30 00:00:00,,,,,-10.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma9_structural_linked,alameda_county_ca__county,metric_score,payment_burden,,trough,2017-08-31 00:00:00,2016-11-30 00:00:00,,,,,-9.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma9_structural_linked,alameda_county_ca__county,metric_score,payment_burden,,trough,2018-06-30 00:00:00,2017-11-30 00:00:00,,,,,-7.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma9_structural_linked,district_of_columbia_dc__county,metric_score,payment_burden,,,,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,affordability_shock_materiality_review,review,2022-2024 payment_burden challenger change <= 0.05
price_family_ma9_structural_linked,district_of_columbia_dc__county,metric_score,payment_burden,,trough,2017-05-31 00:00:00,2017-02-28 00:00:00,,,,,-3.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma9_structural_linked,district_of_columbia_dc__county,metric_score,price_to_income,,trough,2017-07-31 00:00:00,2017-02-28 00:00:00,,,,,-5.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma9_structural_linked,district_of_columbia_dc__county,metric_score,price_to_income,,trough,2022-04-30 00:00:00,2022-01-31 00:00:00,,,,,-3.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
