geo_id,date,integrated_demand_axis,axis_change,absolute_axis_change,axis_direction,dominant_dimension_by_absolute_change,gross_component_activity,effective_component_count,aligned_component_activity,opposing_component_activity,component_cancellation,component_cancellation_rate,net_to_gross_ratio,axis_change_reconstruction_residual,demand_score_change,demand_contribution_change,demand_share_of_axis_change,demand_share_of_absolute_change,price_score_change,price_contribution_change,price_share_of_axis_change,price_share_of_absolute_change,affordability_score_change,affordability_contribution_change,affordability_share_of_axis_change,affordability_share_of_absolute_change,capital_markets_score_change,capital_markets_contribution_change,capital_markets_share_of_axis_change,capital_markets_share_of_absolute_change
alameda_county_ca__county,2020-03-31,-0.1058259642601351,-0.32349707770654956,0.32349707770654956,negative,demand,0.33027978766233523,1.2199083966106943,0.32688843268444245,0.0033913549778928076,0.006782709955785671,0.02053625504543451,0.9794637449545655,1.1102230246251565e-16,-0.4588333333333332,-0.2982416666666666,0.9219300179805872,0.9029970279972958,0.0226090331859522,0.0033913549778928076,-0.010483417661562838,0.010268127522717172,-0.09297337364247782,-0.009297337364247697,0.028740096912657404,0.028149882952428568,-0.1934942865352809,-0.0193494286535281,0.059813302768318484,0.0585849615275585
alameda_county_ca__county,2019-02-28,0.1381648094066043,0.2270686117841272,0.2270686117841272,positive,demand,0.23703040217190557,1.125659698282508,0.2320495069780163,0.004980895193889293,0.009961790387778363,0.04202747958278198,0.957972520417218,1.942890293094024e-16,0.3434166666666666,0.2232208333333332,0.9830545559751249,0.9417392506951195,-0.033205967959261895,-0.004980895193889293,-0.02193563942965662,0.02101373979139146,0.07593938034873969,0.0075939380348738995,0.03344336311041269,0.032037822850110254,0.012347356098092205,0.0012347356098092004,0.0054377203441180865,0.005209186663378785
alameda_county_ca__county,2024-12-31,-0.0327071226071983,0.21966708213754418,0.21966708213754418,positive,demand,0.22032432962606088,1.5330749943986326,0.21999570588180248,0.00032862374425840155,0.000657247488516699,0.002983090835370716,0.9970169091646293,1.1102230246251565e-16,0.2640959577668757,0.1716623725484692,0.7814660752901661,0.7791348910028149,0.009999999999999981,0.0014999999999999007,0.006828515157590513,0.006808145076604715,0.4683333333333334,0.0468333333333334,0.2132014176981182,0.21256541850289493,-0.003286237442584189,-0.00032862374425840155,-0.0014960081458751946,0.0014915454176855944
alameda_county_ca__county,2020-02-29,0.2176711134464145,0.2138730140698309,0.2138730140698309,positive,demand,0.2138730140698308,1.2552970146347793,0.2138730140698308,0.0,-8.326672684688674e-17,-3.8932787854993087e-16,1.0000000000000004,8.326672684688674e-17,0.292361111111111,0.1900347222222221,0.8885399733515448,0.8885399733515451,0.04275863212955611,0.006413794819433397,0.029988798948422973,0.029988798948422987,0.005642436670542539,0.0005642436670541956,0.002638218147849015,0.002638218147849016,0.16860253361121091,0.016860253361121097,0.07883300955218277,0.0788330095521828
alameda_county_ca__county,2017-09-30,0.3136487233974959,0.21260136942657348,0.21260136942657348,positive,demand,0.21260136942657348,1.0427474624663844,0.21260136942657348,0.0,0.0,0.0,1.0,0.0,0.3202777777777779,0.20818055555555567,0.9792060893918906,0.9792060893918906,0.012531108183281986,0.0018796662274923014,0.008841270555133866,0.008841270555133866,0.007764270443194166,0.0007764270443193985,0.0036520321878150204,0.0036520321878150204,0.017647205992061297,0.0017647205992061,0.008300607865160459,0.008300607865160459
alameda_county_ca__county,2021-05-31,0.1166222993652793,0.21027114612763542,0.21027114612763542,positive,demand,0.223027347612062,1.6460414463074986,0.2166492468698487,0.006378100742213302,0.012756201484426577,0.05719568304517954,0.9428043169548205,0.0,0.2622777777777776,0.1704805555555555,0.8107653317877153,0.7643930548467653,0.1867606123143844,0.0280140918471576,0.13322841656150453,0.12560832627524154,-0.06378100742213377,-0.006378100742213302,-0.03033274350605275,0.02859784152258983,0.18154599467135582,0.0181545994671356,0.08633899515683283,0.08140077735540333
alameda_county_ca__county,2023-12-31,-0.2750495686790538,-0.20043511303056158,0.20043511303056158,negative,demand,0.21082413906775346,1.1834085881907943,0.20562962604915747,0.005194513018596001,0.010389026037191884,0.04927816180410498,0.9507218381958951,-1.1102230246251565e-16,-0.2976353221269091,-0.19346295938249078,0.9652149089914814,0.9176508925304647,-0.015000000000000013,-0.002250000000000002,0.011225578023631671,0.010672402173438544,-0.09916666666666663,-0.009916666666666699,0.049475695733784145,0.04703762439404406,0.0519451301859597,0.005194513018596001,-0.025916182748897704,0.024639080902052767
alameda_county_ca__county,2020-12-31,-0.2369834262282735,-0.19786871846085372,0.19786871846085372,negative,demand,0.2048185746594226,1.6000632216888357,0.2013436465601381,0.003474928099284499,0.006949856198568888,0.03393176722436078,0.9660682327756392,-1.3877787807814457e-16,-0.2387185440978011,-0.1551670536635707,0.7841919373135724,0.7575829190374277,0.0034324011004538985,0.0005148601650681,-0.002602029108355295,0.002513737662339572,-0.4617659289656752,-0.0461765928965674,0.2333698487348467,0.2254511973503916,0.029600679342164538,0.002960067934216399,-0.014959756940064368,0.014452145949841089
alameda_county_ca__county,2026-02-28,-0.0254200556954818,0.1926361741552268,0.1926361741552268,positive,demand,0.19263617415522669,1.077567679071192,0.19263617415522669,0.0,-1.1102230246251565e-16,-5.763315376739865e-16,1.0000000000000007,1.1102230246251565e-16,0.2854166666666665,0.1855208333333332,0.9630633194772648,0.9630633194772653,0.008333333333333304,0.0012499999999999872,0.006488916245776006,0.006488916245776011,0.023333333333333428,0.002333333333333399,0.012112643658782344,0.012112643658782351,0.0353200748856011,0.0035320074885601006,0.018335120618176305,0.018335120618176316
alameda_county_ca__county,2018-10-31,0.0602634533580571,-0.1848900967845033,0.1848900967845033,negative,demand,0.1869293624153001,1.6312799532014726,0.18590972959990168,0.001019632815398401,0.0020392656307967882,0.010909284686191576,0.9890907153138084,-2.7755575615628914e-17,-0.2186111111111111,-0.1420972222222223,0.768549666496428,0.7601653393891408,-0.2232026001255113,-0.03348039001882669,0.18108265721689465,0.17910717495758352,0.010196328153983747,0.001019632815398401,-0.005514804919956439,0.005454642343095824,-0.1033211735885271,-0.0103321173588527,0.05588248120663374,0.05527284331017982
alameda_county_ca__county,2022-06-30,0.0094980476248655,-0.1810559891454173,0.1810559891454173,negative,demand,0.1998750104415074,1.27175837493303,0.19046549979346228,0.0094095106480451,0.018819021296090116,0.09415394778226878,0.9058460522177312,-1.3877787807814457e-16,-0.2715833333333333,-0.1765291666666666,0.9749976650862683,0.8831977858399018,-0.09290888751197157,-0.013936333126795694,0.07697250553585698,0.06972524026896351,0.02237174161189015,0.002237174161189001,-0.012356256049570323,0.011192865762694737,0.0717233648685609,0.0071723364868560985,-0.03961391457255551,0.03588410812843986
alameda_county_ca__county,2018-01-31,0.1423242236812679,-0.16952787069861852,0.16952787069861852,negative,demand,0.182347556047919,1.75445346110035,0.1759377133732687,0.0064098426746503,0.012819685349300475,0.07030357646214681,0.9296964235378532,-1.3877787807814457e-16,-0.2066666666666667,-0.1343333333333334,0.7923967473887942,0.7366884220703896,0.042732284497668194,0.0064098426746503,-0.037809963920596414,0.03515178823107375,-0.2053961314473021,-0.0205396131447301,0.12115773683753038,0.1126399146217924,-0.21064766895205228,-0.0210647668952052,0.12425547969427105,0.11551987507674413
alameda_county_ca__county,2018-08-31,0.1220823756837395,-0.16865327095369062,0.16865327095369062,negative,demand,0.1720132030752325,1.3065351527759235,0.17033323701446149,0.0016799660607710043,0.00335993212154187,0.019532989686101912,0.980467010313898,-1.3877787807814457e-16,-0.2304166666666666,-0.1497708333333333,0.8880398968037677,0.8706938226586527,-0.07335033387664958,-0.011002550081497399,0.06523769162187501,0.06396340446427982,0.0167996606077101,0.0016799660607710043,-0.009961064207478639,0.009766494843051358,-0.0955985359963088,-0.0095598535996308,0.05668347578183513,0.05557627803401614
alameda_county_ca__county,2018-02-28,0.3099121061029327,0.16758788242166478,0.16758788242166478,positive,demand,0.25510780274505707,1.458969134906288,0.2113478425833609,0.0437599601616962,0.08751992032339229,0.34307033882007776,0.6569296611799222,8.326672684688674e-17,0.32138888888888884,0.2089027777777777,1.2465267462009053,0.8188803930334716,0.0163004320372217,0.0024450648055831976,0.014589747004686265,0.009584437556489333,-0.23107984239804907,-0.0231079842398049,-0.13788577017557466,0.0905812522829729,-0.2065197592189124,-0.020651975921891295,-0.1232307230300174,0.08095391712706618
alameda_county_ca__county,2019-10-31,0.0075330917462866,-0.1652070465144174,0.1652070465144174,negative,demand,0.1681906329686239,1.3945501524611938,0.1666988397415206,0.0014917932271032996,0.002983586454206516,0.017739314024480222,0.9822606859755197,-8.326672684688674e-17,-0.2172222222222223,-0.1411944444444445,0.8546514656814149,0.83949053495021,0.009945288180688516,0.0014917932271032996,-0.009029840182834531,0.00886965701224036,-0.09480532749946569,-0.0094805327499465,0.057385765014079756,0.05636778090795996,-0.1602386254712963,-0.016023862547129602,0.0969926094873394,0.09527202712958971
alameda_county_ca__county,2022-04-30,0.0618723292536142,-0.163972525889444,0.163972525889444,negative,demand,0.17339780603213711,1.3914047631105129,0.16868516596079053,0.004712640071346599,0.009425280142693115,0.054356397917435344,0.9456436020825647,-5.551115123125783e-17,-0.22369444444444458,-0.14540138888888893,0.8867423862636818,0.838542264265677,0.0314176004756439,0.004712640071346599,-0.02874042493267455,0.02717819895871791,-0.023115005078489625,-0.002311500507848993,0.014096876871967487,0.013330621423321731,-0.20972276564052666,-0.0209722765640526,0.1279011617970247,0.12094891535228336
alameda_county_ca__county,2016-03-31,0.4466825321305282,-0.16235410308982579,0.16235410308982579,negative,demand,0.16235410308982562,3.0040108837542365,0.16235410308982562,0.0,-1.6653345369377348e-16,-1.0257421926788975e-15,1.000000000000001,-1.6653345369377348e-16,-0.11895426166433454,-0.07732027008181741,0.4762446320130164,0.47624463201301687,-0.28978978978978975,-0.043468468468468496,0.2677386505250111,0.2677386505250114,-0.16157641157641167,-0.016157641157641102,0.09952099053943558,0.0995209905394357,-0.2540772338189878,-0.025407723381898603,0.1564957269225358,0.15649572692253597
alameda_county_ca__county,2025-09-30,0.0323871416440006,0.1545036076264899,0.1545036076264899,positive,demand,0.1598158368179543,1.0949958358259464,0.157159722222222,0.0026561145957322996,0.0053122291914644015,0.03323969199320055,0.9667603080067995,2.220446049250313e-16,0.234861111111111,0.1526597222222221,0.9880657453078677,0.955222744264802,0.006666666666666599,0.0009999999999998899,0.006472340778070208,0.006257202164132123,0.035,0.0034999999999999996,0.02265319272324822,0.021900207574464838,-0.026561145957322285,-0.0026561145957322996,-0.017191278809187523,0.016619845996600893
alameda_county_ca__county,2025-04-30,-0.1242431083856773,-0.1544440350161139,0.1544440350161139,negative,demand,0.1672773683494472,1.544297512067986,0.1608607016827805,0.0064166666666667,0.012833333333333308,0.07671888588373836,0.9232811141162617,-1.1102230246251565e-16,-0.20458333333333328,-0.1329791666666666,0.8610184695886263,0.7949620918764654,-0.08133333333333331,-0.012199999999999905,0.07899301516388782,0.07293275904791709,0.0641666666666667,0.0064166666666667,-0.041546872729640985,0.03835944294186946,-0.15681535016114012,-0.015681535016114002,0.10153538797712629,0.09374570613374804
alameda_county_ca__county,2017-10-31,0.1592164613921737,-0.15443226200532217,0.15443226200532217,negative,demand,0.17084787044868271,1.752192120837242,0.16264006622700242,0.008207804221680302,0.01641560844336054,0.0960831902689198,0.9039168097310802,-5.551115123125783e-17,-0.19319444444444456,-0.125576388888889,0.8131486728113928,0.735018754164736,0.05471869481120181,0.008207804221680302,-0.05314824839771781,0.04804159513446008,-0.10318956987802158,-0.010318956987802101,0.06681866116450771,0.060398511030323836,-0.26744720350311313,-0.0267447203503113,0.17318091442181688,0.15654113967047992
district_of_columbia_dc__county,2020-03-31,-0.0349192909741274,-0.35183229458657006,0.35183229458657006,negative,demand,0.3535676870045503,1.241022798455044,0.3526999907955602,0.0008676962089901041,0.0017353924179802638,0.004908232516049832,0.9950917674839501,0.0,-0.4866666666666666,-0.3163333333333332,0.8991026071243663,0.8946896024728133,0.005784641393267509,0.0008676962089901041,-0.0024662210443464655,0.0024541162580248377,-0.1701722880869886,-0.017017228808698895,0.048367444008218304,0.048130045346818945,-0.1934942865352809,-0.0193494286535281,0.05499616991176198,0.05472623592234287
district_of_columbia_dc__county,2021-08-31,-0.1050349529863036,-0.3034636907058931,0.3034636907058931,negative,demand,0.3086224923261793,1.236483578282856,0.3060430915160362,0.002579400810143101,0.005158801620286202,0.01671557241794914,0.9832844275820508,5.551115123125783e-17,-0.4255833333333332,-0.2766291666666666,0.9115725377991477,0.8963350810293524,-0.13700073979017402,-0.020550110968526103,0.06771851657351188,0.06658656280569125,0.02579400810143062,0.002579400810143101,-0.00849986634032923,0.00835778620897457,-0.08863813880843457,-0.0088638138808435,0.02920881196766968,0.02872056995598184
