geo_id,date,affordability,capital_markets,demand,price,affordability_source_role,capital_markets_source_role,demand_source_role,price_source_role,affordability_source_path,capital_markets_source_path,demand_source_path,price_source_path,demand_weight,demand_weighted_contribution,price_weight,price_weighted_contribution,affordability_weight,affordability_weighted_contribution,capital_markets_weight,capital_markets_weighted_contribution,available_dimension_count,complete_dimension_coverage,integrated_demand_axis,price_family_candidate_id,price_family_candidate_label,integration_policy,incumbent_axis_score,integrated_minus_incumbent_axis,absolute_integrated_minus_incumbent_axis,incumbent_affordability,incumbent_price,price_score_delta,affordability_score_delta,price_axis_delta,affordability_axis_delta,price_family_axis_delta,price_family_delta_reconstruction_residual,axis_change,demand_score_change,demand_contribution_change,demand_aligned_contribution_change,demand_opposing_contribution_change,price_score_change,price_contribution_change,price_aligned_contribution_change,price_opposing_contribution_change,affordability_score_change,affordability_contribution_change,affordability_aligned_contribution_change,affordability_opposing_contribution_change,capital_markets_score_change,capital_markets_contribution_change,capital_markets_aligned_contribution_change,capital_markets_opposing_contribution_change,reconstructed_axis_change,axis_change_reconstruction_residual,gross_component_activity,effective_component_count,aligned_component_activity,opposing_component_activity,net_to_gross_ratio,component_cancellation,component_cancellation_rate,demand_share_of_axis_change,demand_share_of_absolute_change,price_share_of_axis_change,price_share_of_absolute_change,affordability_share_of_axis_change,affordability_share_of_absolute_change,capital_markets_share_of_axis_change,capital_markets_share_of_absolute_change,dominant_dimension_by_absolute_change,dominant_dimension_by_score_change,axis_direction
alameda_county_ca__county,2015-11-30,-0.98,-0.1637583551338698,0.6332081512817073,0.98,ma12_price_family_challenger,incumbent_dimension_history,incumbent_dimension_history,ma12_price_family_challenger,artifacts/regime/comparisons/price_family_structural_windows/price_family_ma12_structural_linked/phase2_chronology/chronology_monthly.csv,artifacts/regime/runs/macro_regime_v1_bps120_sources/dimension_scores.parquet,artifacts/regime/runs/macro_regime_v1_bps120_sources/dimension_scores.parquet,artifacts/regime/comparisons/price_family_structural_windows/price_family_ma12_structural_linked/phase2_chronology/chronology_monthly.csv,0.65,0.4115852983331097,0.15,0.147,0.1,-0.098,0.1,-0.0163758355133869,4,True,0.4442094628197228,price_family_ma12_structural_linked,MA12_PRICE_AFFORDABILITY,incumbent_demand_capital_markets__ma12_price_affordability,0.3644879600959073,0.0797215027238155,0.0797215027238155,-0.6944444444444445,0.2581529448041936,0.7218470551958064,-0.2855555555555554,0.1082770582793709,-0.0285555555555555,0.0797215027238154,9.714451465470121e-17,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,
alameda_county_ca__county,2015-12-31,-0.5405405405405406,-0.1426005068632017,0.6804749356091184,0.98,ma12_price_family_challenger,incumbent_dimension_history,incumbent_dimension_history,ma12_price_family_challenger,artifacts/regime/comparisons/price_family_structural_windows/price_family_ma12_structural_linked/phase2_chronology/chronology_monthly.csv,artifacts/regime/runs/macro_regime_v1_bps120_sources/dimension_scores.parquet,artifacts/regime/runs/macro_regime_v1_bps120_sources/dimension_scores.parquet,artifacts/regime/comparisons/price_family_structural_windows/price_family_ma12_structural_linked/phase2_chronology/chronology_monthly.csv,0.65,0.442308708145927,0.15,0.147,0.1,-0.054054054054054,0.1,-0.0142600506863201,4,True,0.5209946034055527,price_family_ma12_structural_linked,MA12_PRICE_AFFORDABILITY,incumbent_demand_capital_markets__ma12_price_affordability,0.439474541930704,0.0815200614748486,0.0815200614748486,0.1177606177606177,-0.0023345153664302,0.9823345153664302,-0.6583011583011583,0.1473501773049645,-0.0658301158301158,0.0815200614748486,0.0,0.07678514058582991,0.04726678432741116,0.030723409812817293,0.030723409812817293,0.0,0.0,0.0,0.0,0.0,0.4394594594594594,0.043945945945946,0.043945945945946,0.0,0.021157848270668106,0.0021157848270668012,0.0021157848270668012,0.0,0.0767851405858301,-1.8041124150158794e-16,0.0767851405858301,2.047455955836256,0.0767851405858301,0.0,0.9999999999999977,1.8041124150158794e-16,2.3495593043803186e-15,0.40012181495552346,0.4001218149555225,0.0,0.0,0.5723235721216596,0.5723235721216583,0.027554612922819244,0.027554612922819178,affordability,affordability,positive
alameda_county_ca__county,2016-01-31,-0.6578947368421053,-0.0188138699429028,0.8396956549197928,0.98,ma12_price_family_challenger,incumbent_dimension_history,incumbent_dimension_history,ma12_price_family_challenger,artifacts/regime/comparisons/price_family_structural_windows/price_family_ma12_structural_linked/phase2_chronology/chronology_monthly.csv,artifacts/regime/runs/macro_regime_v1_bps120_sources/dimension_scores.parquet,artifacts/regime/runs/macro_regime_v1_bps120_sources/dimension_scores.parquet,artifacts/regime/comparisons/price_family_structural_windows/price_family_ma12_structural_linked/phase2_chronology/chronology_monthly.csv,0.65,0.5458021756978654,0.15,0.147,0.1,-0.0657894736842105,0.1,-0.0018813869942902,4,True,0.6251313150193646,price_family_ma12_structural_linked,MA12_PRICE_AFFORDABILITY,incumbent_demand_capital_markets__ma12_price_affordability,0.5726992382057088,0.0524320768136558,0.0524320768136558,0.2373501320869742,0.0336229086229086,0.9463770913770914,-0.8952448689290795,0.1419565637065637,-0.0895244868929079,0.0524320768136557,5.551115123125783e-17,0.10413671161381188,0.15922071931067439,0.10349346755193839,0.10349346755193839,0.0,0.0,0.0,0.0,0.0,-0.11735419630156474,-0.011735419630156493,0.0,0.011735419630156493,0.1237866369202989,0.0123786636920299,0.0123786636920299,0.0,0.1041367116138118,8.326672684688674e-17,0.1276075508741248,1.4800863675220108,0.1158721312439683,0.011735419630156493,0.8160701377031747,0.023470839260312903,0.1839298622968253,0.9938230807185563,0.8110293383345856,0.0,0.0,-0.11269243524490165,0.09196493114841299,0.11886935452634449,0.09700573051700144,demand,demand,positive
alameda_county_ca__county,2016-02-29,-0.2332112332112331,0.2329669184638449,0.84881189747963,0.3822222222222222,ma12_price_family_challenger,incumbent_dimension_history,incumbent_dimension_history,ma12_price_family_challenger,artifacts/regime/comparisons/price_family_structural_windows/price_family_ma12_structural_linked/phase2_chronology/chronology_monthly.csv,artifacts/regime/runs/macro_regime_v1_bps120_sources/dimension_scores.parquet,artifacts/regime/runs/macro_regime_v1_bps120_sources/dimension_scores.parquet,artifacts/regime/comparisons/price_family_structural_windows/price_family_ma12_structural_linked/phase2_chronology/chronology_monthly.csv,0.65,0.5517277333617595,0.15,0.0573333333333333,0.1,-0.0233211233211233,0.1,0.0232966918463844,4,True,0.609036635220354,price_family_ma12_structural_linked,MA12_PRICE_AFFORDABILITY,incumbent_demand_capital_markets__ma12_price_affordability,0.6065722673409485,0.0024643678794055,0.0024643678794055,0.1742818584923849,0.0941310418904403,0.2880911803317818,-0.407493091703618,0.0432136770497672,-0.0407493091703618,0.0024643678794054,4.8572257327350605e-17,-0.01609467979901058,0.009116242559837229,0.005925557663894132,0.0,0.005925557663894132,-0.5977777777777777,-0.0896666666666667,0.0896666666666667,0.0,0.4246835036308722,0.042468350363087194,0.0,0.042468350363087194,0.2517807884067477,0.025178078840674602,0.0,0.025178078840674602,-0.01609467979901077,1.9081958235744878e-16,0.16323865353432263,2.5347254147136318,0.0896666666666667,0.07357198686765593,0.09859600928175083,0.14714397373531204,0.9014039907182492,-0.3681687202163789,0.036299966555704416,5.571199165588802,0.549298004640876,-2.6386576740531322,0.26016111652230567,-1.5643727713192792,0.15424091228111392,price,price,negative
alameda_county_ca__county,2016-03-31,-0.3947876447876448,-0.0211103153551429,0.7298576358152955,0.0924324324324324,ma12_price_family_challenger,incumbent_dimension_history,incumbent_dimension_history,ma12_price_family_challenger,artifacts/regime/comparisons/price_family_structural_windows/price_family_ma12_structural_linked/phase2_chronology/chronology_monthly.csv,artifacts/regime/runs/macro_regime_v1_bps120_sources/dimension_scores.parquet,artifacts/regime/runs/macro_regime_v1_bps120_sources/dimension_scores.parquet,artifacts/regime/comparisons/price_family_structural_windows/price_family_ma12_structural_linked/phase2_chronology/chronology_monthly.csv,0.65,0.4744074632799421,0.15,0.0138648648648648,0.1,-0.0394787644787644,0.1,-0.0021110315355142,4,True,0.4466825321305282,price_family_ma12_structural_linked,MA12_PRICE_AFFORDABILITY,incumbent_demand_capital_markets__ma12_price_affordability,0.4502972936276426,-0.0036147614971144,0.0036147614971144,-0.2934981684981685,0.0490045248868777,0.0434279075455546,-0.1012894762894762,0.0065141861318331,-0.0101289476289476,-0.0036147614971144,7.806255641895632e-18,-0.16235410308982579,-0.11895426166433454,-0.07732027008181741,0.07732027008181741,0.0,-0.28978978978978975,-0.043468468468468496,0.043468468468468496,0.0,-0.16157641157641167,-0.016157641157641102,0.016157641157641102,0.0,-0.2540772338189878,-0.025407723381898603,0.025407723381898603,0.0,-0.16235410308982562,-1.6653345369377348e-16,0.16235410308982562,3.0040108837542365,0.16235410308982562,0.0,1.000000000000001,-1.6653345369377348e-16,-1.0257421926788975e-15,0.4762446320130164,0.47624463201301687,0.2677386505250111,0.2677386505250114,0.09952099053943558,0.0995209905394357,0.1564957269225358,0.15649572692253597,demand,price,negative
alameda_county_ca__county,2016-04-30,-0.3200073354117,0.0819550974555771,0.6429887436456064,-0.1470175438596491,ma12_price_family_challenger,incumbent_dimension_history,incumbent_dimension_history,ma12_price_family_challenger,artifacts/regime/comparisons/price_family_structural_windows/price_family_ma12_structural_linked/phase2_chronology/chronology_monthly.csv,artifacts/regime/runs/macro_regime_v1_bps120_sources/dimension_scores.parquet,artifacts/regime/runs/macro_regime_v1_bps120_sources/dimension_scores.parquet,artifacts/regime/comparisons/price_family_structural_windows/price_family_ma12_structural_linked/phase2_chronology/chronology_monthly.csv,0.65,0.4179426833696442,0.15,-0.0220526315789473,0.1,-0.03200073354117,0.1,0.0081955097455577,4,True,0.3720848279950845,price_family_ma12_structural_linked,MA12_PRICE_AFFORDABILITY,incumbent_demand_capital_markets__ma12_price_affordability,0.3907798409938655,-0.018695012998781,0.018695012998781,-0.6458188153310105,0.1948235294117646,-0.3418410732714138,0.3258114799193105,-0.051276160990712,0.032581147991931,-0.018695012998781,0.0,-0.0745977041354437,-0.08686889216968907,-0.05646477991029791,0.05646477991029791,0.0,-0.2394499762920815,-0.0359174964438121,0.0359174964438121,0.0,0.07478030937594476,0.0074780309375944015,0.0,0.0074780309375944015,0.10306541281071999,0.0103065412810719,0.0,0.0103065412810719,-0.0745977041354437,0.0,0.11016684857277631,2.6154029215703227,0.09238227635411,0.017784572218666302,0.6771338665112526,0.03556914443733261,0.3228661334887474,0.7569238298242711,0.5125387595434141,0.48148259869497206,0.32602817371221227,-0.10024478667623439,0.06787913999967429,-0.1381616418430087,0.09355392674469935,demand,price,negative
alameda_county_ca__county,2016-05-31,-0.3393511250654107,0.1364064282453041,0.8350053516819571,-0.2545299145299144,ma12_price_family_challenger,incumbent_dimension_history,incumbent_dimension_history,ma12_price_family_challenger,artifacts/regime/comparisons/price_family_structural_windows/price_family_ma12_structural_linked/phase2_chronology/chronology_monthly.csv,artifacts/regime/runs/macro_regime_v1_bps120_sources/dimension_scores.parquet,artifacts/regime/runs/macro_regime_v1_bps120_sources/dimension_scores.parquet,artifacts/regime/comparisons/price_family_structural_windows/price_family_ma12_structural_linked/phase2_chronology/chronology_monthly.csv,0.65,0.5427534785932722,0.15,-0.0381794871794871,0.1,-0.033935112506541,0.1,0.0136406428245304,4,True,0.4842795217317743,price_family_ma12_structural_linked,MA12_PRICE_AFFORDABILITY,incumbent_demand_capital_markets__ma12_price_affordability,0.4755988463096354,0.0086806754221389,0.0086806754221389,-0.7375062220009955,-0.0469643527204502,-0.2075655618094641,0.3981550969355847,-0.0311348342714196,0.0398155096935584,0.0086806754221388,4.5102810375396984e-17,0.11219469373668978,0.19201660803635068,0.12481079522362798,0.12481079522362798,0.0,-0.10751237067026531,-0.016126855600539797,0.0,0.016126855600539797,-0.019343789653710697,-0.001934378965370999,0.0,0.001934378965370999,0.05445133078972701,0.0054451330789726995,0.0054451330789726995,0.0,0.11219469373668987,-9.71445146547012e-17,0.1483171628685115,1.3860312326433726,0.1302559283026007,0.018061234565910796,0.7564511858695303,0.03612246913182171,0.24354881413046972,1.1124482902600277,0.8415128283857294,-0.1437399137466161,0.10873222821041174,-0.017241269626447765,0.013042178854822726,0.048532893113037115,0.03671276454903608,demand,demand,positive
alameda_county_ca__county,2016-06-30,-0.3601328903654485,0.2941083099906629,0.6128686868686869,-0.2733333333333333,ma12_price_family_challenger,incumbent_dimension_history,incumbent_dimension_history,ma12_price_family_challenger,artifacts/regime/comparisons/price_family_structural_windows/price_family_ma12_structural_linked/phase2_chronology/chronology_monthly.csv,artifacts/regime/runs/macro_regime_v1_bps120_sources/dimension_scores.parquet,artifacts/regime/runs/macro_regime_v1_bps120_sources/dimension_scores.parquet,artifacts/regime/comparisons/price_family_structural_windows/price_family_ma12_structural_linked/phase2_chronology/chronology_monthly.csv,0.65,0.3983646464646465,0.15,-0.0409999999999999,0.1,-0.0360132890365448,0.1,0.0294108309990662,4,True,0.3507621884271679,price_family_ma12_structural_linked,MA12_PRICE_AFFORDABILITY,incumbent_demand_capital_markets__ma12_price_affordability,0.3283226353351983,0.0224395530919696,0.0224395530919696,-0.3018509729473184,-0.4617849655585505,0.1884516322252171,-0.05828191741813,0.0282677448337825,-0.005828191741813,0.0224395530919695,3.4694469519536136e-17,-0.1335173333046064,-0.2221366648132702,-0.1443888321286257,0.1443888321286257,0.0,-0.018803418803418903,-0.0028205128205128008,0.0028205128205128008,0.0,-0.02078176530003778,-0.002078176530003799,0.002078176530003799,0.0,0.1577018817453588,0.0157701881745358,0.0,0.0157701881745358,-0.1335173333046065,8.326672684688674e-17,0.16505770965367808,1.290629987241186,0.1492875214791423,0.0157701881745358,0.8089130376566519,0.03154037634907167,0.1910869623433481,1.0814238762484647,0.8747778727305767,0.02112469408056618,0.017088040458278282,0.015564844492981652,0.012590605639471198,-0.11811341482201189,0.09554348117167384,demand,demand,negative
alameda_county_ca__county,2016-07-31,-0.2407190370605005,0.437076897414512,0.7680315315315314,-0.3074796747967479,ma12_price_family_challenger,incumbent_dimension_history,incumbent_dimension_history,ma12_price_family_challenger,artifacts/regime/comparisons/price_family_structural_windows/price_family_ma12_structural_linked/phase2_chronology/chronology_monthly.csv,artifacts/regime/runs/macro_regime_v1_bps120_sources/dimension_scores.parquet,artifacts/regime/runs/macro_regime_v1_bps120_sources/dimension_scores.parquet,artifacts/regime/comparisons/price_family_structural_windows/price_family_ma12_structural_linked/phase2_chronology/chronology_monthly.csv,0.65,0.4992204954954954,0.15,-0.0461219512195121,0.1,-0.02407190370605,0.1,0.0437076897414512,4,True,0.4727343303113844,price_family_ma12_structural_linked,MA12_PRICE_AFFORDABILITY,incumbent_demand_capital_markets__ma12_price_affordability,0.4678474442724847,0.0048868860388996,0.0048868860388996,-0.3460434913923286,-0.2698426121681936,-0.0376370626285543,0.1053244543318281,-0.0056455593942831,0.0105324454331828,0.0048868860388996,-2.949029909160572e-17,0.12197214188421651,0.15516284466284447,0.10085584903084893,0.10085584903084893,0.0,-0.03414634146341461,-0.0051219512195122,0.0,0.0051219512195122,0.119413853304948,0.0119413853304948,0.0119413853304948,0.0,0.1429685874238491,0.014296858742385,0.014296858742385,0.0,0.12197214188421653,-1.3877787807814457e-17,0.13221604432324094,1.6577393108184264,0.12709409310372874,0.0051219512195122,0.9225214875285468,0.010243902439024427,0.07747851247145317,0.8268761003359892,0.7628109700837608,-0.041992795571092555,0.03873925623572647,0.09790256320849314,0.09031721824395667,0.11721413202661031,0.10813255543655603,demand,demand,positive
alameda_county_ca__county,2016-08-31,-0.2921768707482993,0.1607931174637582,0.629734126984127,-0.3082539682539681,ma12_price_family_challenger,incumbent_dimension_history,incumbent_dimension_history,ma12_price_family_challenger,artifacts/regime/comparisons/price_family_structural_windows/price_family_ma12_structural_linked/phase2_chronology/chronology_monthly.csv,artifacts/regime/runs/macro_regime_v1_bps120_sources/dimension_scores.parquet,artifacts/regime/runs/macro_regime_v1_bps120_sources/dimension_scores.parquet,artifacts/regime/comparisons/price_family_structural_windows/price_family_ma12_structural_linked/phase2_chronology/chronology_monthly.csv,0.65,0.4093271825396826,0.15,-0.0462380952380952,0.1,-0.0292176870748299,0.1,0.0160793117463758,4,True,0.3499507119731333,price_family_ma12_structural_linked,MA12_PRICE_AFFORDABILITY,incumbent_demand_capital_markets__ma12_price_affordability,0.3509418478214119,-0.0009911358482786,0.0009911358482786,-0.1399711399711399,-0.4031168831168831,0.094862914862915,-0.1522057307771593,0.0142294372294372,-0.0152205730777159,-0.0009911358482786,3.4694469519536136e-17,-0.12278361833825108,-0.13829740454740436,-0.08989331295581282,0.08989331295581282,0.0,-0.0007742934572201876,-0.00011614401858310586,0.00011614401858310586,0.0,-0.0514578336877988,-0.0051457833687799,0.0051457833687799,0.0,-0.2762837799507538,-0.0276283779950754,0.0276283779950754,0.0,-0.12278361833825122,1.3877787807814457e-16,0.12278361833825122,1.6995208996246476,0.12278361833825122,0.0,0.9999999999999989,1.3877787807814457e-16,1.130263792160217e-15,0.7321279025038159,0.732127902503815,0.0009459243843355871,0.000945924384335586,0.041909364118949584,0.041909364118949535,0.2250168089929002,0.22501680899289994,demand,capital_markets,negative
