geo_id,date,axis,dimension,dimension_score,dimension_score_change,configured_weight,weighted_contribution,weighted_contribution_change,share_of_axis_change,share_of_absolute_change,aligned_contribution_activity,opposing_contribution_activity,integrated_demand_axis,axis_change,gross_component_activity,effective_component_count,component_cancellation,component_cancellation_rate,net_to_gross_ratio,axis_direction,dominant_dimension_by_absolute_change,source_role
alameda_county_ca__county,2015-11-30,demand,demand,0.6332081512817073,,0.65,0.4115852983331097,,,,0.0,0.0,0.4442094628197228,,,,,,,,,incumbent_dimension_history
alameda_county_ca__county,2015-11-30,demand,price,0.98,,0.15,0.147,,,,0.0,0.0,0.4442094628197228,,,,,,,,,ma12_price_family_challenger
alameda_county_ca__county,2015-11-30,demand,affordability,-0.98,,0.1,-0.098,,,,0.0,0.0,0.4442094628197228,,,,,,,,,ma12_price_family_challenger
alameda_county_ca__county,2015-11-30,demand,capital_markets,-0.1637583551338698,,0.1,-0.0163758355133869,,,,0.0,0.0,0.4442094628197228,,,,,,,,,incumbent_dimension_history
alameda_county_ca__county,2015-12-31,demand,demand,0.6804749356091184,0.04726678432741116,0.65,0.442308708145927,0.030723409812817293,0.40012181495552346,0.4001218149555225,0.030723409812817293,0.0,0.5209946034055527,0.07678514058582991,0.0767851405858301,2.047455955836256,1.8041124150158794e-16,2.3495593043803186e-15,0.9999999999999977,positive,affordability,incumbent_dimension_history
alameda_county_ca__county,2015-12-31,demand,price,0.98,0.0,0.15,0.147,0.0,0.0,0.0,0.0,0.0,0.5209946034055527,0.07678514058582991,0.0767851405858301,2.047455955836256,1.8041124150158794e-16,2.3495593043803186e-15,0.9999999999999977,positive,affordability,ma12_price_family_challenger
alameda_county_ca__county,2015-12-31,demand,affordability,-0.5405405405405406,0.4394594594594594,0.1,-0.054054054054054,0.043945945945946,0.5723235721216596,0.5723235721216583,0.043945945945946,0.0,0.5209946034055527,0.07678514058582991,0.0767851405858301,2.047455955836256,1.8041124150158794e-16,2.3495593043803186e-15,0.9999999999999977,positive,affordability,ma12_price_family_challenger
alameda_county_ca__county,2015-12-31,demand,capital_markets,-0.1426005068632017,0.021157848270668106,0.1,-0.0142600506863201,0.0021157848270668012,0.027554612922819244,0.027554612922819178,0.0021157848270668012,0.0,0.5209946034055527,0.07678514058582991,0.0767851405858301,2.047455955836256,1.8041124150158794e-16,2.3495593043803186e-15,0.9999999999999977,positive,affordability,incumbent_dimension_history
alameda_county_ca__county,2016-01-31,demand,demand,0.8396956549197928,0.15922071931067439,0.65,0.5458021756978654,0.10349346755193839,0.9938230807185563,0.8110293383345856,0.10349346755193839,0.0,0.6251313150193646,0.10413671161381188,0.1276075508741248,1.4800863675220108,0.023470839260312903,0.1839298622968253,0.8160701377031747,positive,demand,incumbent_dimension_history
alameda_county_ca__county,2016-01-31,demand,price,0.98,0.0,0.15,0.147,0.0,0.0,0.0,0.0,0.0,0.6251313150193646,0.10413671161381188,0.1276075508741248,1.4800863675220108,0.023470839260312903,0.1839298622968253,0.8160701377031747,positive,demand,ma12_price_family_challenger
alameda_county_ca__county,2016-01-31,demand,affordability,-0.6578947368421053,-0.11735419630156474,0.1,-0.0657894736842105,-0.011735419630156493,-0.11269243524490165,0.09196493114841299,0.0,0.011735419630156493,0.6251313150193646,0.10413671161381188,0.1276075508741248,1.4800863675220108,0.023470839260312903,0.1839298622968253,0.8160701377031747,positive,demand,ma12_price_family_challenger
alameda_county_ca__county,2016-01-31,demand,capital_markets,-0.0188138699429028,0.1237866369202989,0.1,-0.0018813869942902,0.0123786636920299,0.11886935452634449,0.09700573051700144,0.0123786636920299,0.0,0.6251313150193646,0.10413671161381188,0.1276075508741248,1.4800863675220108,0.023470839260312903,0.1839298622968253,0.8160701377031747,positive,demand,incumbent_dimension_history
alameda_county_ca__county,2016-02-29,demand,demand,0.84881189747963,0.009116242559837229,0.65,0.5517277333617595,0.005925557663894132,-0.3681687202163789,0.036299966555704416,0.0,0.005925557663894132,0.609036635220354,-0.01609467979901058,0.16323865353432263,2.5347254147136318,0.14714397373531204,0.9014039907182492,0.09859600928175083,negative,price,incumbent_dimension_history
alameda_county_ca__county,2016-02-29,demand,price,0.3822222222222222,-0.5977777777777777,0.15,0.0573333333333333,-0.0896666666666667,5.571199165588802,0.549298004640876,0.0896666666666667,0.0,0.609036635220354,-0.01609467979901058,0.16323865353432263,2.5347254147136318,0.14714397373531204,0.9014039907182492,0.09859600928175083,negative,price,ma12_price_family_challenger
alameda_county_ca__county,2016-02-29,demand,affordability,-0.2332112332112331,0.4246835036308722,0.1,-0.0233211233211233,0.042468350363087194,-2.6386576740531322,0.26016111652230567,0.0,0.042468350363087194,0.609036635220354,-0.01609467979901058,0.16323865353432263,2.5347254147136318,0.14714397373531204,0.9014039907182492,0.09859600928175083,negative,price,ma12_price_family_challenger
alameda_county_ca__county,2016-02-29,demand,capital_markets,0.2329669184638449,0.2517807884067477,0.1,0.0232966918463844,0.025178078840674602,-1.5643727713192792,0.15424091228111392,0.0,0.025178078840674602,0.609036635220354,-0.01609467979901058,0.16323865353432263,2.5347254147136318,0.14714397373531204,0.9014039907182492,0.09859600928175083,negative,price,incumbent_dimension_history
alameda_county_ca__county,2016-03-31,demand,demand,0.7298576358152955,-0.11895426166433454,0.65,0.4744074632799421,-0.07732027008181741,0.4762446320130164,0.47624463201301687,0.07732027008181741,0.0,0.4466825321305282,-0.16235410308982579,0.16235410308982562,3.0040108837542365,-1.6653345369377348e-16,-1.0257421926788975e-15,1.000000000000001,negative,demand,incumbent_dimension_history
alameda_county_ca__county,2016-03-31,demand,price,0.0924324324324324,-0.28978978978978975,0.15,0.0138648648648648,-0.043468468468468496,0.2677386505250111,0.2677386505250114,0.043468468468468496,0.0,0.4466825321305282,-0.16235410308982579,0.16235410308982562,3.0040108837542365,-1.6653345369377348e-16,-1.0257421926788975e-15,1.000000000000001,negative,demand,ma12_price_family_challenger
alameda_county_ca__county,2016-03-31,demand,affordability,-0.3947876447876448,-0.16157641157641167,0.1,-0.0394787644787644,-0.016157641157641102,0.09952099053943558,0.0995209905394357,0.016157641157641102,0.0,0.4466825321305282,-0.16235410308982579,0.16235410308982562,3.0040108837542365,-1.6653345369377348e-16,-1.0257421926788975e-15,1.000000000000001,negative,demand,ma12_price_family_challenger
alameda_county_ca__county,2016-03-31,demand,capital_markets,-0.0211103153551429,-0.2540772338189878,0.1,-0.0021110315355142,-0.025407723381898603,0.1564957269225358,0.15649572692253597,0.025407723381898603,0.0,0.4466825321305282,-0.16235410308982579,0.16235410308982562,3.0040108837542365,-1.6653345369377348e-16,-1.0257421926788975e-15,1.000000000000001,negative,demand,incumbent_dimension_history
