geo_id,date,reported_axis_score,axis_change,absolute_axis_change,gross_component_activity,aligned_component_activity,opposing_component_activity,cross_dimension_cancellation_amount,cross_dimension_cancellation_rate,dominant_absolute_dimension,dominant_aligned_dimension,geo_extreme_threshold,affordability_score_change,affordability_change_contribution,affordability_absolute_activity_share,affordability_aligned_with_axis,affordability_opposes_axis,capital_markets_score_change,capital_markets_change_contribution,capital_markets_absolute_activity_share,capital_markets_aligned_with_axis,capital_markets_opposes_axis,demand_score_change,demand_change_contribution,demand_absolute_activity_share,demand_aligned_with_axis,demand_opposes_axis,price_score_change,price_change_contribution,price_absolute_activity_share,price_aligned_with_axis,price_opposes_axis
alameda_county_ca__county,2020-03-31,-0.1058259642601351,-0.3234970777065497,0.3234970777065497,,,,,,affordability,affordability,0.16790749898127252,-0.09297337364247782,-0.009297337364247782,,True,False,,,,False,True,,,,False,True,0.0226090331859522,0.0033913549778928297,,False,True
alameda_county_ca__county,2019-02-28,0.1381648094066042,0.2270686117841271,0.2270686117841271,,,,,,affordability,affordability,0.16790749898127252,0.07593938034873969,0.00759393803487397,,True,False,,,,False,True,,,,False,True,-0.033205967959261895,-0.004980895193889284,,False,True
alameda_county_ca__county,2024-12-31,-0.0327071226071983,0.21966708213754418,0.21966708213754418,,,,,,affordability,affordability,0.16790749898127252,0.4683333333333334,0.04683333333333334,,True,False,,,,False,True,,,,False,True,0.009999999999999981,0.0014999999999999972,,True,False
alameda_county_ca__county,2020-02-29,0.2176711134464146,0.21387301406983109,0.21387301406983109,,,,,,price,price,0.16790749898127252,0.005642436670542539,0.0005642436670542539,,True,False,,,,False,True,,,,False,True,0.04275863212955611,0.006413794819433416,,True,False
alameda_county_ca__county,2017-09-30,0.3136487233974959,0.21260136942657348,0.21260136942657348,,,,,,price,price,0.16790749898127252,0.007764270443194166,0.0007764270443194166,,True,False,,,,False,True,,,,False,True,0.012531108183281986,0.001879666227492298,,True,False
alameda_county_ca__county,2021-05-31,0.1166222993652792,0.2102711461276353,0.2102711461276353,,,,,,price,price,0.16790749898127252,-0.06378100742213377,-0.006378100742213378,,False,True,,,,False,True,,,,False,True,0.1867606123143844,0.028014091847157658,,True,False
alameda_county_ca__county,2015-06-30,0.4547188714024253,-0.20770811671851763,0.20770811671851763,,,,,,,,0.16790749898127252,,,,False,True,,,,False,True,,,,False,True,,,,False,True
alameda_county_ca__county,2023-12-31,-0.2750495686790538,-0.20043511303056158,0.20043511303056158,,,,,,affordability,affordability,0.16790749898127252,-0.09916666666666663,-0.009916666666666664,,True,False,,,,False,True,,,,False,True,-0.015000000000000013,-0.002250000000000002,,True,False
alameda_county_ca__county,2020-12-31,-0.2369834262282735,-0.19786871846085372,0.19786871846085372,,,,,,affordability,affordability,0.16790749898127252,-0.4617659289656752,-0.046176592896567524,,True,False,,,,False,True,,,,False,True,0.0034324011004538985,0.0005148601650680848,,False,True
alameda_county_ca__county,2026-02-28,-0.0254200556954818,0.1926361741552268,0.1926361741552268,,,,,,affordability,affordability,0.16790749898127252,0.023333333333333428,0.002333333333333343,,True,False,,,,False,True,,,,False,True,0.008333333333333304,0.0012499999999999955,,True,False
alameda_county_ca__county,2018-10-31,0.0602634533580572,-0.18489009678450322,0.18489009678450322,,,,,,price,price,0.16790749898127252,0.010196328153983747,0.0010196328153983748,,False,True,,,,False,True,,,,False,True,-0.2232026001255113,-0.033480390018826696,,True,False
alameda_county_ca__county,2022-06-30,0.0094980476248655,-0.1810559891454173,0.1810559891454173,,,,,,price,price,0.16790749898127252,0.02237174161189015,0.002237174161189015,,False,True,,,,False,True,,,,False,True,-0.09290888751197157,-0.013936333126795736,,True,False
alameda_county_ca__county,2018-01-31,0.1423242236812679,-0.16952787069861852,0.16952787069861852,,,,,,affordability,affordability,0.16790749898127252,-0.2053961314473021,-0.020539613144730212,,True,False,,,,False,True,,,,False,True,0.042732284497668194,0.006409842674650229,,False,True
alameda_county_ca__county,2018-08-31,0.1220823756837395,-0.16865327095369062,0.16865327095369062,,,,,,price,price,0.16790749898127252,0.0167996606077101,0.00167996606077101,,False,True,,,,False,True,,,,False,True,-0.07335033387664958,-0.011002550081497435,,True,False
district_of_columbia_dc__county,2020-03-31,-0.0349192909741274,-0.35183229458657006,0.35183229458657006,,,,,,affordability,affordability,0.17709055367705512,-0.1701722880869886,-0.01701722880869886,,True,False,,,,False,True,,,,False,True,0.005784641393267509,0.0008676962089901264,,False,True
district_of_columbia_dc__county,2015-05-31,0.1915264392849222,-0.31402644261182056,0.31402644261182056,,,,,,,,0.17709055367705512,,,,False,True,,,,False,True,,,,False,True,,,,False,True
district_of_columbia_dc__county,2021-08-31,-0.1050349529863036,-0.3034636907058931,0.3034636907058931,,,,,,price,price,0.17709055367705512,0.02579400810143062,0.0025794008101430624,,False,True,,,,False,True,,,,False,True,-0.13700073979017402,-0.020550110968526103,,True,False
district_of_columbia_dc__county,2017-10-31,-0.0865602807601724,-0.2662692806482108,0.2662692806482108,,,,,,price,price,0.17709055367705512,-0.0473811724483251,-0.00473811724483251,,True,False,,,,False,True,,,,False,True,-0.04496517590933591,-0.006744776386400386,,True,False
district_of_columbia_dc__county,2016-11-30,0.0887314830579999,-0.25245247953563854,0.25245247953563854,,,,,,price,price,0.17709055367705512,0.1916814420803783,0.01916814420803783,,False,True,,,,False,True,,,,False,True,-0.6474343434343434,-0.0971151515151515,,True,False
district_of_columbia_dc__county,2019-10-31,0.0856618200283991,-0.24336278696619046,0.24336278696619046,,,,,,price,price,0.17709055367705512,-0.0004654724696898094,-4.654724696898094e-05,,True,False,,,,False,True,,,,False,True,-0.1063473292954272,-0.01595209939431408,,True,False
