geo_id,date,reported_axis_score,affordability,price,capital_markets,demand,affordability_configured_weight,affordability_level_contribution,capital_markets_configured_weight,capital_markets_level_contribution,demand_configured_weight,demand_level_contribution,price_configured_weight,price_level_contribution,available_dimension_count,complete_dimension_coverage,reconstructed_axis_score,axis_reconstruction_residual,absolute_reconstruction_residual,axis_change,reconstructed_axis_change,axis_change_reconstruction_residual,absolute_axis_change,affordability_score_change,affordability_change_contribution,affordability_absolute_change_contribution,affordability_aligned_with_axis,affordability_opposes_axis,affordability_directional_contribution,affordability_aligned_magnitude,affordability_opposing_magnitude,capital_markets_score_change,capital_markets_change_contribution,capital_markets_absolute_change_contribution,capital_markets_aligned_with_axis,capital_markets_opposes_axis,capital_markets_directional_contribution,capital_markets_aligned_magnitude,capital_markets_opposing_magnitude,demand_score_change,demand_change_contribution,demand_absolute_change_contribution,demand_aligned_with_axis,demand_opposes_axis,demand_directional_contribution,demand_aligned_magnitude,demand_opposing_magnitude,price_score_change,price_change_contribution,price_absolute_change_contribution,price_aligned_with_axis,price_opposes_axis,price_directional_contribution,price_aligned_magnitude,price_opposing_magnitude,gross_component_activity,aligned_component_activity,opposing_component_activity,cross_dimension_cancellation_amount,cross_dimension_cancellation_rate,axis_change_material,affordability_absolute_activity_share,affordability_aligned_activity_share,affordability_opposing_activity_share,affordability_net_axis_change_ratio,capital_markets_absolute_activity_share,capital_markets_aligned_activity_share,capital_markets_opposing_activity_share,capital_markets_net_axis_change_ratio,demand_absolute_activity_share,demand_aligned_activity_share,demand_opposing_activity_share,demand_net_axis_change_ratio,price_absolute_activity_share,price_aligned_activity_share,price_opposing_activity_share,price_net_axis_change_ratio,dominant_absolute_dimension,dominant_aligned_dimension
alameda_county_ca__county,2015-01-31,0.5716050167884033,,,,,0.1,,0.1,,0.65,,0.15,,0,False,,,,,,,,,,,False,True,,,,,,,False,True,,,,,,,False,True,,,,,,,False,True,,,,,,,,,False,,,,,,,,,,,,,,,,,,
alameda_county_ca__county,2015-02-28,0.6750268046404172,,,,,0.1,,0.1,,0.65,,0.15,,0,False,,,,0.10342178785201395,,,0.10342178785201395,,,,False,True,,,,,,,False,True,,,,,,,False,True,,,,,,,False,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,
alameda_county_ca__county,2015-03-31,0.6503880755752092,,,,,0.1,,0.1,,0.65,,0.15,,0,False,,,,-0.02463872906520803,,,0.02463872906520803,,,,False,True,,,,,,,False,True,,,,,,,False,True,,,,,,,False,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,
alameda_county_ca__county,2015-04-30,0.6773658223081255,,,,,0.1,,0.1,,0.65,,0.15,,0,False,,,,0.026977746732916308,,,0.026977746732916308,,,,False,True,,,,,,,False,True,,,,,,,False,True,,,,,,,False,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,
alameda_county_ca__county,2015-05-31,0.6624269881209429,,,,,0.1,,0.1,,0.65,,0.15,,0,False,,,,-0.01493883418718256,,,0.01493883418718256,,,,False,True,,,,,,,False,True,,,,,,,False,True,,,,,,,False,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,
alameda_county_ca__county,2015-06-30,0.4547188714024253,,,,,0.1,,0.1,,0.65,,0.15,,0,False,,,,-0.20770811671851763,,,0.20770811671851763,,,,False,True,,,,,,,False,True,,,,,,,False,True,,,,,,,False,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,
alameda_county_ca__county,2015-07-31,0.5941751149652795,,,,,0.1,,0.1,,0.65,,0.15,,0,False,,,,0.13945624356285424,,,0.13945624356285424,,,,False,True,,,,,,,False,True,,,,,,,False,True,,,,,,,False,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,
alameda_county_ca__county,2015-08-31,0.5825023377658626,,,,,0.1,,0.1,,0.65,,0.15,,0,False,,,,-0.01167277719941695,,,0.01167277719941695,,,,False,True,,,,,,,False,True,,,,,,,False,True,,,,,,,False,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,
alameda_county_ca__county,2015-09-30,0.5772506453768854,,,,,0.1,,0.1,,0.65,,0.15,,0,False,,,,-0.005251692388977158,,,0.005251692388977158,,,,False,True,,,,,,,False,True,,,,,,,False,True,,,,,,,False,True,,,,,,,,,False,,,,,,,,,,,,,,,,,,
alameda_county_ca__county,2015-10-31,0.5572335812632304,,,,,0.1,,0.1,,0.65,,0.15,,0,False,,,,-0.020017064113655003,,,0.020017064113655003,,,,False,True,,,,,,,False,True,,,,,,,False,True,,,,,,,False,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,
